Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),TZ_001:Zone People Occupant Count [](TimeStep:ON),TZ_001:Zone People Sensible Heating Rate [W](TimeStep),TZ_001:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),DH:District Heating Hot Water Energy [KJ](TimeStep:ON),DH:District Heating Hot Water Rate [KW](TimeStep:ON),DH:District Heating Inlet Temperature [C](TimeStep:ON),,class,,,,
 10/25  09:30:00,13.91,39,0,1,77.03308002,46.39839232,92137.91574,102.3754619,66,,66,,,,
 10/25  09:45:00,14.08,52.75,0,1,77.08041017,62.92040988,91161.42733,101.2904748,66,,66,,,,
 10/25  10:00:00,14.25,66.5,0,1,77.04332537,79.51104263,89016.18713,98.90687459,67,,67,,,,
 10/25  10:15:00,14.42,80.25,0,1,77.07718711,95.78785154,87817.11075,97.5745675,67,,67,,,,
 10/25  10:30:00,14.59,94,0,1,77.00191425,111.2749003,86370.71456,95.96746062,67,,67,,,,
 10/25  10:45:00,14.76,101.25,0,1,76.99435126,119.445206,83634.13659,92.92681844,67,,67,,,,
 10/25  11:00:00,14.93,108.5,0,1,77.03230177,127.5338036,82189.14595,91.32127328,67,,67,,,,
 10/25  11:15:00,14.8975,115.75,0,1,77.06654573,135.5296985,81589.11101,90.65456779,67,,67,,,,
 10/25  11:30:00,14.865,123,0,1,76.93302706,143.4582925,80808.13739,89.78681932,67,,67,,,,
 10/25  11:45:00,14.8325,139,18.64,1,77.02071215,164.408568,78680.49065,87.42276739,67,,67,,,,
 10/25  12:00:00,14.8,155,37.28,1,76.93961591,185.7641435,76826.29832,85.36255369,67,,67,,,,
 10/25  12:15:00,14.765,171,55.92,1,77.03121273,216.9899643,74399.29713,82.6658857,67,,67,,,,
 10/25  12:30:00,14.73,187,74.56,1,77.07056625,253.2922526,71883.74863,79.87083181,67,,67,,,,
 10/25  12:45:00,14.695,177.5,108.3025,1,77.03631457,275.6806606,68873.86697,76.52651885,67,,67,,,,
 10/25  13:00:00,14.66,168,142.045,1,76.95842998,298.5769404,65997.0679,73.33007544,67,,67,,,,
 10/25  13:15:00,14.6275,158.5,175.7875,1,77.01870384,410.9761164,63625.71496,70.69523885,68,,68,,,,
 10/25  13:30:00,14.595,149,209.53,1,76.97799473,469.6645526,61171.43734,67.96826371,68,,68,,,,
 10/25  13:45:00,14.5625,134.5,214.5375,1,76.98728601,482.5239552,58494.69472,64.99410524,68,,68,,,,
 10/25  14:00:00,14.53,120,219.545,1,77.02187815,485.5210067,57052.30086,63.3914454,68,,68,,,,
 10/25  14:15:00,14.325,105.5,224.5525,1,77.03743625,486.1475721,56426.60261,62.69622512,68,,68,,,,
 10/25  14:30:00,14.12,91,229.56,1,77.03128452,477.0233115,57833.29982,64.25922202,68,,68,,,,
 10/25  14:45:00,13.915,71.75,172.17,1,77.00675247,368.1587673,58848.68424,65.38742693,68,,68,,,,
 10/25  15:00:00,13.71,52.5,114.78,1,76.9891855,257.7126938,62153.61575,69.05957305,68,,68,,,,
 10/25  15:15:00,13.505,33.25,57.39,0.5,38.49774464,128.2520784,70768.97881,78.63219868,67,,67,,,,
 10/25  15:30:00,13.3,14,0,0.5,38.53355276,16.53666547,78825.61361,87.58401512,67,,67,,,,
 10/25  15:45:00,13.095,10.5,0,0.5,38.51812042,12.38538492,82687.13514,91.8745946,67,,67,,,,
 10/25  16:00:00,12.89,7,0,0.5,38.47928992,8.243478241,85812.43261,95.34714735,67,,67,,,,
 10/25  16:15:00,12.685,3.5,0,0.5,38.52583969,4.112779769,87247.38504,96.94153893,67,,67,,,,
 10/25  16:30:00,12.48,0,0,0.5,38.47565623,0,88245.94382,98.05104869,67,,67,,,,
 10/25  16:45:00,12.275,0,0,0.5,38.52112162,0,89723.64492,99.6929388,67,,67,,,,
 10/25  17:00:00,12.07,0,0,0.5,38.48667235,0,91716.92183,101.9076909,66,,66,,,,
 10/25  17:15:00,11.98,0,0,0.5,38.47551259,0,92493.46636,102.7705182,66,,66,,,,
 10/25  17:30:00,11.89,0,0,0.5,38.49674243,0,93325.04797,103.6944977,66,,66,,,,
 10/25  17:45:00,11.8,0,0,0.5,38.53471691,0,93841.98281,104.2688698,66,,66,,,,
 10/25  18:00:00,11.71,0,0,0.5,38.50206614,0,94850.15166,105.3890574,66,,66,,,,
 10/25  18:15:00,11.6175,0,0,0.5,38.50910829,0,95974.65872,106.6385097,66,,66,,,,
 10/25  18:30:00,11.525,0,0,0.5,38.4798666,0,96244.83356,106.938704,66,,66,,,,
 10/25  18:45:00,11.4325,0,0,0.5,38.5055686,0,97419.145,108.2434944,66,,66,,,,
 10/25  19:00:00,11.34,0,0,0.5,38.49574757,0,99086.01328,110.0955703,66,,66,,,,
 10/25  19:15:00,11.25,0,0,1,77.07436005,0,94258.38418,104.731538,66,,66,,,,
 10/25  19:30:00,11.16,0,0,1,77.04757866,0,91986.32441,102.2070271,66,,66,,,,
 10/25  19:45:00,11.07,0,0,1,76.95273978,0,92519.18885,102.7990987,66,,66,,,,
 10/25  20:00:00,10.98,0,0,1,77.00713158,0,92845.1515,103.1612794,66,,66,,,,
 10/25  20:15:00,11.0025,0,0,1,77.01245051,0,94231.5713,104.7017459,66,,66,,,,
 10/25  20:30:00,11.025,0,0,1,76.96962444,0,94668.99071,105.1877675,66,,66,,,,
 10/25  20:45:00,11.0475,0,0,1,77.06517482,0,95035.13457,105.594594,66,,66,,,,
 10/25  21:00:00,11.07,0,0,1,77.09421721,0,96410.77459,107.1230829,66,,66,,,,
 10/25  21:15:00,11.09,0,0,1,77.06180808,0,96092.70422,106.7696714,66,,66,,,,
 10/25  21:30:00,11.11,0,0,1,77.0150046,0,97060.76198,107.8452911,66,,66,,,,
 10/25  21:45:00,11.13,0,0,1,76.97897547,0,97344.80076,108.1608897,66,,66,,,,
 10/25  22:00:00,11.15,0,0,1,76.96081907,0,98196.23488,109.1069276,66,,66,,,,
 10/25  22:15:00,11.1725,0,0,1,76.95815051,0,98629.55613,109.5883957,66,,66,,,,
 10/25  22:30:00,11.195,0,0,1,76.96420462,0,99217.04199,110.2411578,66,,66,,,,
 10/25  22:45:00,11.2175,0,0,1,76.97733192,0,99504.40571,110.5604508,66,,66,,,,
 10/25  23:00:00,11.24,0,0,1,76.99705094,0,99494.06036,110.548956,66,,66,,,,
 10/25  23:15:00,11.235,0,0,0.5,38.50986807,0,106449.3757,118.2770841,66,,66,,,,
 10/25  23:30:00,11.23,0,0,0.5,38.53919474,0,109497.1114,121.6634571,66,,66,,,,
 10/25  23:45:00,11.225,0,0,0.5,38.50723298,0,110416.0789,122.6845322,66,,66,,,,
 10/25  24:00:00,11.22,0,0,0.5,38.51459873,0,111198.1346,123.5534829,66,,66,,,,
 10/26  00:15:00,11.215,0,0,1,77.1130165,0,107502.1206,119.4468007,66,,66,,,,
 10/26  00:30:00,11.21,0,0,1,76.91506005,0,103831.1216,115.3679128,66,,66,,,,
 10/26  00:45:00,11.205,0,0,1,76.99552241,0,103621.6981,115.1352201,66,,66,,,,
 10/26  01:00:00,11.2,0,0,1,77.12747251,0,104891.3598,116.5459553,66,,66,,,,
 10/26  01:15:00,11.195,0,0,1,76.96155958,0,104171.861,115.7465122,66,,66,,,,
 10/26  01:30:00,11.19,0,0,1,77.06216474,0,105359.5925,117.0662139,66,,66,,,,
 10/26  01:45:00,11.185,0,0,1,76.93740993,0,105949.4511,117.7216124,66,,66,,,,
 10/26  02:00:00,11.18,0,0,1,77.08058223,0,106884.1762,118.7601958,66,,66,,,,
 10/26  02:15:00,11.1675,0,0,1,76.98061749,0,107276.5677,119.1961864,66,,66,,,,
 10/26  02:30:00,11.155,0,0,1,76.98476715,0,107826.3612,119.807068,66,,66,,,,
 10/26  02:45:00,11.1425,0,0,1,77.09112968,0,107418.4624,119.3538471,66,,66,,,,
 10/26  03:00:00,11.13,0,0,1,76.95843497,0,108251.8609,120.2798454,66,,66,,,,
 10/26  03:15:00,11.1175,0,0,1,76.96367893,0,107824.5417,119.8050463,66,,66,,,,
 10/26  03:30:00,11.105,0,0,1,77.08793619,0,109704.021,121.8933567,66,,66,,,,
 10/26  03:45:00,11.0925,0,0,1,76.97465689,0,108396.8271,120.440919,66,,66,,,,
 10/26  04:00:00,11.08,0,0,1,76.99441185,0,109457.3266,121.6192518,66,,66,,,,
 10/26  04:15:00,11.0675,0,0,1,77.12646319,0,108882.7293,120.9808104,66,,66,,,,
 10/26  04:30:00,11.055,0,0,1,77.02100044,0,109907.0719,122.1189688,66,,66,,,,
 10/26  04:45:00,11.0425,0,0,1,77.04453624,0,109226.7191,121.3630213,66,,66,,,,
 10/26  05:00:00,11.03,0,0,1,76.91199385,0,110030.9003,122.2565559,66,,66,,,,
 10/26  05:15:00,11.1325,0,0,1,76.9572478,0,109314.7046,121.4607829,66,,66,,,,
 10/26  05:30:00,11.235,0,0,1,77.12475217,0,110164.028,122.4044756,66,,66,,,,
 10/26  05:45:00,11.3375,0,0,1,77.0383071,0,109867.9043,122.0754492,66,,66,,,,
 10/26  06:00:00,11.44,0,0,1,77.06993051,0,109835.7324,122.0397027,66,,66,,,,
 10/26  06:15:00,11.54,0,0,0.75,57.70051765,0,111975.9236,124.4176929,66,,66,,,,
 10/26  06:30:00,11.64,0,0,0.75,57.73944618,0,113743.9278,126.382142,66,,66,,,,
 10/26  06:45:00,11.74,0,0,0.75,57.7684846,0,114309.9311,127.0110345,66,,66,,,,
 10/26  07:00:00,11.84,28.5,0,0.75,57.7641882,30.83637504,112726.7547,125.2519496,66,,66,,,,
 10/26  07:15:00,11.9425,39.75,0,0.5,38.56386588,44.0384544,114250.7974,126.9453304,66,,66,,,,
 10/26  07:30:00,12.045,51,0,0.5,38.51615802,57.15139308,114419.6518,127.1329465,66,,66,,,,
 10/26  07:45:00,12.1475,48.25,0,0.5,38.54116057,55.91775798,114309.9056,127.0110062,66,,66,,,,
 10/26  08:00:00,12.25,45.5,0,0.5,38.48261856,55.80194148,114976.9212,127.7521347,66,,66,,,,
 10/26  08:15:00,12.37,42.75,0,0.25,19.25297395,50.94579663,116326.5959,129.2517732,65,,65,,,,
 10/26  08:30:00,12.49,40,0,0.25,19.22806055,47.59937243,117299.6823,130.3329803,65,,65,,,,
 10/26  08:45:00,12.61,43.25,0,0.25,19.24561983,51.49866663,118017.1779,131.1301977,65,,65,,,,
 10/26  09:00:00,12.73,46.5,0,0.25,19.25451266,55.39804091,116759.5195,129.7327994,65,,65,,,,
 10/26  09:15:00,12.85,49.75,0,0.25,19.28403469,59.30456668,116230.2008,129.1446676,65,,65,,,,
 10/26  09:30:00,12.97,53,0,0.25,19.25389029,63.21724181,115436.7748,128.2630831,66,,66,,,,
 10/26  09:45:00,13.09,55.5,0,0.25,19.25590647,66.2313095,114730.6218,127.4784687,66,,66,,,,
 10/26  10:00:00,13.21,58,0,0.25,19.28414658,69.24890092,114255.9296,126.9510329,66,,66,,,,
 10/26  10:15:00,13.3325,60.5,0,0.25,19.24931582,72.26919294,112521.7743,125.0241937,66,,66,,,,
 10/26  10:30:00,13.455,63,0,0.25,19.24395523,75.29148013,111732.0069,124.1466743,66,,66,,,,
 10/26  10:45:00,13.5775,63.5,0,0.25,19.26471134,75.90091462,111615.8237,124.0175819,66,,66,,,,
 10/26  11:00:00,13.7,64,0,0.25,19.2562433,76.50977328,110610.9269,122.9010298,66,,66,,,,
 10/26  11:15:00,13.6325,64.5,0,0.75,57.78154454,77.11746905,105497.4075,117.2193416,66,,66,,,,
 10/26  11:30:00,13.565,65,0,0.75,57.80642623,77.72360799,101586.8451,112.8742723,66,,66,,,,
 10/26  11:45:00,13.4975,69.5,0,0.75,57.82936957,83.15933987,102082.3421,113.4248246,66,,66,,,,
 10/26  12:00:00,13.43,74,0,0.75,57.84650656,88.60038891,101517.9327,112.797703,66,,66,,,,
 10/26  12:15:00,13.3625,78.5,0,0.75,57.75382013,94.04764478,101648.1288,112.9423653,66,,66,,,,
 10/26  12:30:00,13.295,83,0,0.75,57.71427032,99.36462249,101443.3311,112.7148123,66,,66,,,,
 10/26  12:45:00,13.2275,84.25,0,0.75,57.72804114,100.8947217,101288.2699,112.5425222,66,,66,,,,
 10/26  13:00:00,13.16,85.5,0,0.75,57.76164296,102.5165012,100813.4889,112.0149876,66,,66,,,,
 10/26  13:15:00,13.0925,86.75,0,0.25,19.26450837,105.1917125,106280.4687,118.0894097,66,,66,,,,
 10/26  13:30:00,13.025,88,0,0.25,19.28018855,107.4854305,109456.8326,121.6187029,66,,66,,,,
 10/26  13:45:00,12.9575,88,19.2125,0.25,19.22942678,140.9536743,109630.1693,121.8112992,66,,66,,,,
 10/26  14:00:00,12.89,88,38.425,0.25,19.24976639,167.8400556,109041.1873,121.1568748,66,,66,,,,
 10/26  14:15:00,12.6775,88,57.6375,0,0,197.8363627,110260.1182,122.5112424,66,,66,,,,
 10/26  14:30:00,12.465,88,76.85,0,0,251.6498743,110244.9147,122.4943497,66,,66,,,,
 10/26  14:45:00,12.2525,69.5,57.6375,0,0,194.6998781,111967.2598,124.4080664,66,,66,,,,
 10/26  15:00:00,12.04,51,38.425,0,0,118.1210686,113890.8218,126.5453575,66,,66,,,,
 10/26  15:15:00,11.825,32.5,19.2125,0.25,19.27161439,64.34062775,114947.119,127.7190211,66,,66,,,,
 10/26  15:30:00,11.61,14,0,0.25,19.22923348,16.53656873,115253.362,128.0592911,66,,66,,,,
 10/26  15:45:00,11.395,10.5,0,0.25,19.26805128,12.38550281,116954.9066,129.9498963,65,,65,,,,
 10/26  16:00:00,11.18,7,0,0.25,19.25687326,8.243672168,119370.3573,132.6337303,65,,65,,,,
 10/26  16:15:00,10.965,3.5,0,0.5,38.55341475,4.112845114,118998.2006,132.2202229,65,,65,,,,
 10/26  16:30:00,10.75,0,0,0.5,38.50413238,0,118305.4999,131.4505555,65,,65,,,,
 10/26  16:45:00,10.535,0,0,0.5,38.54400816,0,119515.4757,132.794973,65,,65,,,,
 10/26  17:00:00,10.32,0,0,0.5,38.51603814,0,121048.1236,134.4979151,65,,65,,,,
 10/26  17:15:00,10.18,0,0,1,77.02195744,0,117989.2284,131.0991427,65,,65,,,,
 10/26  17:30:00,10.04,0,0,1,76.91341792,0,115432.3344,128.2581494,66,,66,,,,
 10/26  17:45:00,9.9,0,0,1,77.03484465,0,116252.2335,129.1691484,65,,65,,,,
 10/26  18:00:00,9.76,0,0,1,77.03190303,0,118024.6844,131.1385382,65,,65,,,,
 10/26  18:15:00,9.6175,0,0,0.75,57.69929919,0,120840.6777,134.2674196,65,,65,,,,
 10/26  18:30:00,9.475,0,0,0.75,57.83312163,0,125203.1021,139.1145579,65,,65,,,,
 10/26  18:45:00,9.3325,0,0,0.75,57.71071567,0,126873.9755,140.9710838,65,,65,,,,
 10/26  19:00:00,9.19,0,0,0.75,57.81379722,0,127757.3551,141.9526167,65,,65,,,,
 10/26  19:15:00,9.0475,0,0,1,76.94148056,0,126642.1203,140.713467,65,,65,,,,
 10/26  19:30:00,8.905,0,0,1,77.10930901,0,126223.8497,140.2487219,65,,65,,,,
 10/26  19:45:00,8.7625,0,0,1,76.98765093,0,127713.7352,141.9041502,65,,65,,,,
 10/26  20:00:00,8.62,0,0,1,76.91534085,0,130006.5586,144.4517318,65,,65,,,,
 10/26  20:15:00,8.635,0,0,1,76.94166089,0,130154.1859,144.6157621,65,,65,,,,
 10/26  20:30:00,8.65,0,0,1,77.01643558,0,130096.0981,144.5512201,65,,65,,,,
 10/26  20:45:00,8.665,0,0,1,77.0987925,0,130262.5946,144.7362163,65,,65,,,,
 10/26  21:00:00,8.68,0,0,1,76.93549533,0,131206.4362,145.7849292,65,,65,,,,
 10/26  21:15:00,8.6925,0,0,1,77.02179476,0,132160.7097,146.845233,65,,65,,,,
 10/26  21:30:00,8.705,0,0,1,77.153435,0,132628.2496,147.3647218,65,,65,,,,
 10/26  21:45:00,8.7175,0,0,1,77.02229152,0,132634.2328,147.3713697,65,,65,,,,
 10/26  22:00:00,8.73,0,0,1,76.99148089,0,132266.9438,146.9632708,65,,65,,,,
 10/26  22:15:00,8.745,0,0,1,77.06973959,0,133601.5602,148.446178,65,,65,,,,
 10/26  22:30:00,8.76,0,0,1,76.95156082,0,133392.0073,148.2133414,65,,65,,,,
 10/26  22:45:00,8.775,0,0,1,76.95945105,0,134405.1749,149.3390832,65,,65,,,,
 10/26  23:00:00,8.79,0,0,1,77.07266898,0,135151.1708,150.1679676,65,,65,,,,
 10/26  23:15:00,8.7375,0,0,1,76.97996342,0,134794.0637,149.7711819,65,,65,,,,
 10/26  23:30:00,8.685,0,0,1,77.00662319,0,135956.2373,151.0624859,65,,65,,,,
 10/26  23:45:00,8.6325,0,0,1,77.13854028,0,135994.2605,151.1047339,65,,65,,,,
 10/26  24:00:00,8.58,0,0,1,77.06371269,0,136806.9737,152.0077486,65,,65,,,,
 10/27  00:15:00,8.53,0,0,1,77.10795971,0,136868.6514,152.0762793,65,,65,,,,
 10/27  00:30:00,8.48,0,0,1,77.01631539,0,137363.9238,152.626582,65,,65,,,,
 10/27  00:45:00,8.43,0,0,1,77.08323676,0,139037.3688,154.4859653,65,,65,,,,
 10/27  01:00:00,8.38,0,0,1,77.02297531,0,139027.2806,154.4747562,65,,65,,,,
 10/27  01:15:00,8.33,0,0,1,77.11482207,0,138216.5924,153.5739916,65,,65,,,,
 10/27  01:30:00,8.28,0,0,1,77.07041199,0,140703.5778,156.3373087,65,,65,,,,
 10/27  01:45:00,8.23,0,0,1,76.93445703,0,139527.2375,155.0302639,65,,65,,,,
 10/27  02:00:00,8.18,0,0,1,77.03037767,0,139429.048,154.9211645,65,,65,,,,
 10/27  02:15:00,8.1475,0,0,1,77.0273835,0,140619.1786,156.2435318,65,,65,,,,
 10/27  02:30:00,8.115,0,0,1,76.93699976,0,142295.4749,158.1060832,64,,64,,,,
 10/27  02:45:00,8.0825,0,0,1,77.06708476,0,140813.468,156.4594089,65,,65,,,,
 10/27  03:00:00,8.05,0,0,1,76.88307918,0,142240.6858,158.0452065,64,,64,,,,
 10/27  03:15:00,8.02,0,0,1,76.95708792,0,142461.847,158.2909411,64,,64,,,,
 10/27  03:30:00,7.99,0,0,1,76.98865611,0,143887.0316,159.8744796,64,,64,,,,
 10/27  03:45:00,7.96,0,0,1,76.95388285,0,142586.9611,158.4299567,64,,64,,,,
 10/27  04:00:00,7.93,0,0,1,77.13749765,0,144979.8256,161.0886951,64,,64,,,,
 10/27  04:15:00,7.9,0,0,1,76.99044199,0,145927.3623,162.1415136,64,,64,,,,
 10/27  04:30:00,7.87,0,0,1,77.0916019,0,143404.7724,159.338636,64,,64,,,,
 10/27  04:45:00,7.84,0,0,1,76.93595988,0,146418.8917,162.6876574,64,,64,,,,
 10/27  05:00:00,7.81,0,0,1,77.06296674,0,146412.0444,162.6800493,64,,64,,,,
 10/27  05:15:00,7.8175,0,0,1,76.93718625,0,145304.9011,161.4498901,64,,64,,,,
 10/27  05:30:00,7.825,0,0,1,77.08670664,0,147396.1459,163.7734954,64,,64,,,,
 10/27  05:45:00,7.8325,0,0,1,76.97074868,0,146947.5574,163.2750638,64,,64,,,,
 10/27  06:00:00,7.84,0,0,1,77.12414136,0,147114.2444,163.4602716,64,,64,,,,
 10/27  06:15:00,7.845,0,0,0.75,57.75811579,0,149674.3829,166.3048699,64,,64,,,,
 10/27  06:30:00,7.85,0,0,0.75,57.70828284,0,151612.959,168.4588433,64,,64,,,,
 10/27  06:45:00,7.855,0,0,0.75,57.72046508,0,152436.1197,169.3734663,64,,64,,,,
 10/27  07:00:00,7.86,26.5,0,0.75,57.76148391,28.67900247,151542.5728,168.3806364,64,,64,,,,
 10/27  07:15:00,7.8675,37.75,0,0.5,38.53565469,41.83642947,153368.1018,170.409002,64,,64,,,,
 10/27  07:30:00,7.875,49,0,0.5,38.46092762,54.93380476,153920.5497,171.022833,64,,64,,,,
 10/27  07:45:00,7.8825,45,0,0.5,38.55988999,52.34858483,153343.1867,170.3813185,64,,64,,,,
 10/27  08:00:00,7.89,41,0,0.5,38.53849872,49.32691967,154244.1185,171.3823539,64,,64,,,,
 10/27  08:15:00,7.9375,37,0,0.25,19.26369421,44.02210551,157338.0234,174.820026,64,,64,,,,
 10/27  08:30:00,7.985,33,0,0.25,19.2236318,39.19820172,158019.7765,175.5775294,64,,64,,,,
 10/27  08:45:00,8.0325,36.5,0,0.25,19.27928719,43.39192566,157476.4354,174.9738172,64,,64,,,,
 10/27  09:00:00,8.08,40,0,0.25,19.27554842,47.58705027,157787.5179,175.3194643,64,,64,,,,
 10/27  09:15:00,8.1275,43.5,0,0.25,19.22146577,51.78887273,156848.1395,174.2757106,64,,64,,,,
 10/27  09:30:00,8.175,47,0,0.25,19.26699952,55.996728,156327.9175,173.6976861,64,,64,,,,
 10/27  09:45:00,8.2225,45.75,0,0.25,19.25838326,54.50028508,155694.4021,172.9937801,64,,64,,,,
 10/27  10:00:00,8.27,44.5,0,0.25,19.25538135,53.00764932,155543.6159,172.8262399,64,,64,,,,
 10/27  10:15:00,8.32,43.25,0,0.25,19.26390701,51.5169604,154441.1548,171.6012831,64,,64,,,,
 10/27  10:30:00,8.37,42,0,0.25,19.22484716,50.02691952,155392.5619,172.6584021,64,,64,,,,
 10/27  10:45:00,8.42,42.75,0,0.25,19.27204166,50.93443238,153870.7111,170.9674568,64,,64,,,,
 10/27  11:00:00,8.47,43.5,0,0.25,19.25851209,51.84074115,153390.3762,170.4337513,64,,64,,,,
 10/27  11:15:00,8.425,44.25,0,0.75,57.74394268,52.74551874,149396.4398,165.9960442,64,,64,,,,
 10/27  11:30:00,8.38,45,0,0.75,57.73295966,53.64852574,144160.9576,160.1788418,64,,64,,,,
 10/27  11:45:00,8.335,42,0,0.75,57.73680202,50.05083111,145848.3734,162.0537482,64,,64,,,,
 10/27  12:00:00,8.29,39,0,0.75,57.74784525,46.45414495,148552.0825,165.0578694,64,,64,,,,
 10/27  12:15:00,8.2425,36,0,0.75,57.76269799,42.85863645,147229.4049,163.5882277,64,,64,,,,
 10/27  12:30:00,8.195,33,0,0.75,57.78263904,39.26462904,147390.0535,163.7667261,64,,64,,,,
 10/27  12:45:00,8.1475,33.25,0,0.75,57.80465036,39.55692221,150994.3858,167.7715397,64,,64,,,,
 10/27  13:00:00,8.1,33.5,0,0.75,57.6721159,39.84774604,149468.3436,166.0759373,64,,64,,,,
 10/27  13:15:00,8.055,33.75,0,0.25,19.27012293,40.13743543,154884.2952,172.0936613,64,,64,,,,
 10/27  13:30:00,8.01,34,0,0.25,19.26646592,40.42644883,161643.2427,179.603603,64,,64,,,,
 10/27  13:45:00,7.965,32.5,0,0.25,19.2218774,38.62283176,160848.1844,178.7202049,64,,64,,,,
 10/27  14:00:00,7.92,31,0,0.25,19.28202283,36.82042637,160564.642,178.4051578,64,,64,,,,
 10/27  14:15:00,7.775,29.5,0,0,0,35.01976906,163485.3079,181.6503421,64,,64,,,,
 10/27  14:30:00,7.63,28,0,0,0,33.22146558,168507.6081,187.2306756,63,,63,,,,
 10/27  14:45:00,7.485,23,0,0,0,27.25185995,168441.3194,187.1570216,63,,63,,,,
 10/27  15:00:00,7.34,18,0,0,0,21.29350464,168763.481,187.5149789,63,,63,,,,
 10/27  15:15:00,7.195,13,0,0.25,19.23887131,15.35216628,169277.7292,188.0863658,63,,63,,,,
 10/27  15:30:00,7.05,8,0,0.25,19.26753479,9.42827119,167543.2011,186.1591123,63,,63,,,,
 10/27  15:45:00,6.905,6,0,0.25,19.27416594,7.062881287,168309.0186,187.0100207,63,,63,,,,
 10/27  16:00:00,6.76,4,0,0.25,19.26267737,4.702306857,171003.8365,190.0042627,63,,63,,,,
 10/27  16:15:00,6.6125,2,0,0.5,38.49944807,2.347196131,169845.792,188.7175467,63,,63,,,,
 10/27  16:30:00,6.465,0,0,0.5,38.48075124,0,168173.229,186.8591434,63,,63,,,,
 10/27  16:45:00,6.3175,0,0,0.5,38.47588657,0,171336.2303,190.3735893,63,,63,,,,
 10/27  17:00:00,6.17,0,0,0.5,38.48466723,0,172309.9627,191.4555142,63,,63,,,,
 10/27  17:15:00,5.995,0,0,1,77.01126593,0,167844.9314,186.4943683,63,,63,,,,
 10/27  17:30:00,5.82,0,0,1,77.04120559,0,166225.9125,184.6954583,64,,64,,,,
 10/27  17:45:00,5.645,0,0,1,77.07436948,0,168218.0252,186.9089169,63,,63,,,,
 10/27  18:00:00,5.47,0,0,1,77.12517466,0,171123.9909,190.1377677,63,,63,,,,
 10/27  18:15:00,5.295,0,0,0.75,57.64166146,0,175161.6856,194.6240951,63,,63,,,,
 10/27  18:30:00,5.12,0,0,0.75,57.76772033,0,179279.5885,199.1995427,63,,63,,,,
 10/27  18:45:00,4.945,0,0,0.75,57.70311428,0,181043.1607,201.1590674,63,,63,,,,
 10/27  19:00:00,4.77,0,0,0.75,57.75704244,0,183725.8819,204.1398688,63,,63,,,,
 10/27  19:15:00,4.595,0,0,1,76.87901148,0,181454.0686,201.6156318,63,,63,,,,
 10/27  19:30:00,4.42,0,0,1,76.97376341,0,183072.964,203.4144044,63,,63,,,,
 10/27  19:45:00,4.245,0,0,1,76.8933575,0,184312.4601,204.7916223,63,,63,,,,
 10/27  20:00:00,4.07,0,0,1,77.05082058,0,185396.5376,205.9961529,63,,63,,,,
 10/27  20:15:00,3.9325,0,0,1,77.02992814,0,188849.5183,209.8327981,63,,63,,,,
 10/27  20:30:00,3.795,0,0,1,76.88865539,0,189786.7527,210.8741697,63,,63,,,,
 10/27  20:45:00,3.6575,0,0,1,77.0889196,0,192168.4611,213.5205123,63,,63,,,,
 10/27  21:00:00,3.52,0,0,1,77.14912319,0,193210.3544,214.6781715,62,,62,,,,
 10/27  21:15:00,3.3825,0,0,1,77.08582565,0,195734.2988,217.4825542,62,,62,,,,
 10/27  21:30:00,3.245,0,0,1,77.00201222,0,197128.5806,219.0317562,62,,62,,,,
 10/27  21:45:00,3.1075,0,0,1,76.95919255,0,199713.764,221.9041822,62,,62,,,,
 10/27  22:00:00,2.97,0,0,1,76.96562443,0,199651.2578,221.8347308,62,,62,,,,
 10/27  22:15:00,2.8325,0,0,1,77.01353681,0,201772.3821,224.1915356,62,,62,,,,
 10/27  22:30:00,2.695,0,0,1,77.08869751,0,205106.687,227.8963189,62,,62,,,,
 10/27  22:45:00,2.5575,0,0,1,77.18128288,0,207237.2422,230.2636025,62,,62,,,,
 10/27  23:00:00,2.42,0,0,1,76.80351932,0,206895.267,229.88363,62,,62,,,,
 10/27  23:15:00,2.3175,0,0,1,77.05742331,0,210176.98,233.5299777,62,,62,,,,
 10/27  23:30:00,2.215,0,0,1,76.89927795,0,211991.7345,235.5463717,62,,62,,,,
 10/27  23:45:00,2.1125,0,0,1,76.93156541,0,211726.0255,235.2511395,62,,62,,,,
 10/27  24:00:00,2.01,0,0,1,77.15039388,0,214524.2999,238.3603332,62,,62,,,,
 10/28  00:15:00,1.9075,0,0,1,76.94636372,0,217380.4242,241.5338047,62,,62,,,,
 10/28  00:30:00,1.805,0,0,1,77.0049328,0,219566.2489,243.9624987,61,,61,,,,
 10/28  00:45:00,1.7025,0,0,1,76.80741674,0,220095.185,244.5502055,61,,61,,,,
 10/28  01:00:00,1.6,0,0,1,76.95007658,0,222041.5115,246.7127905,61,,61,,,,
 10/28  01:15:00,1.4975,0,0,1,76.84240996,0,220182.9463,244.6477181,61,,61,,,,
 10/28  01:30:00,1.395,0,0,1,77.05473299,0,224672.1377,249.6357085,61,,61,,,,
 10/28  01:45:00,1.2925,0,0,1,76.99039458,0,228132.7909,253.4808788,61,,61,,,,
